categories,name,rating,review_count,location,coordinates,city
['Pool Halls'],Lucky 7 Billiards,4.0,9,"{'address1': '6033 Hollywood Blvd', 'address2': None, 'address3': '', 'city': 'Hollywood', 'zip_code': '33314', 'country': 'US', 'state': 'FL', 'display_address': ['6033 Hollywood Blvd', 'Hollywood, FL 33314']}","{'latitude': 26.0102640143828, 'longitude': -80.2089978048817}",Miami
"['Mediterranean', 'Hookah Bars', 'Cocktail Bars']",Everest Restaurant,4.0,49,"{'address1': '349 Johnson St', 'address2': 'Ste 3', 'address3': '', 'city': 'Hollywood', 'zip_code': '33019', 'country': 'US', 'state': 'FL', 'display_address': ['349 Johnson St', 'Ste 3', 'Hollywood, FL 33019']}","{'latitude': 26.019701, 'longitude': -80.116602}",Miami
"['Sports Bars', 'American (Traditional)']",Twin Peaks,4.0,846,"{'address1': '2000 S University Dr', 'address2': None, 'address3': None, 'city': 'Davie', 'zip_code': '33317', 'country': 'US', 'state': 'FL', 'display_address': ['2000 S University Dr', 'Davie, FL 33317']}","{'latitude': 26.09550446, 'longitude': -80.25026435}",Miami
"['Beer, Wine & Spirits', 'American (New)', 'Sports Bars']",Woody’s Backyard Grill,4.0,169,"{'address1': '600 Payne Dr', 'address2': None, 'address3': '', 'city': 'Miami Springs', 'zip_code': '33166', 'country': 'US', 'state': 'FL', 'display_address': ['600 Payne Dr', 'Miami Springs, FL 33166']}","{'latitude': 25.8188029, 'longitude': -80.30508622883586}",Miami
"['Sports Bars', 'Music Venues']",Cagney's Saloon,4.0,26,"{'address1': '5981 S University Dr', 'address2': '', 'address3': '', 'city': 'Davie', 'zip_code': '33328', 'country': 'US', 'state': 'FL', 'display_address': ['5981 S University Dr', 'Davie, FL 33328']}","{'latitude': 26.045778, 'longitude': -80.25341}",Miami
"['Italian', 'Bars', 'Seafood']",Cecconi's Miami Beach,4.0,728,"{'address1': '4385 Collins Ave', 'address2': '', 'address3': 'Soho Beach House Miami', 'city': 'Miami Beach', 'zip_code': '33140', 'country': 'US', 'state': 'FL', 'display_address': ['4385 Collins Ave', 'Soho Beach House Miami', 'Miami Beach, FL 33140']}","{'latitude': 25.81597463, 'longitude': -80.12201964}",Miami
"['Hotels', 'Venues & Event Spaces', 'Cocktail Bars']",Kimpton Angler's Hotel,4.0,142,"{'address1': '660 Washington Ave', 'address2': '', 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['660 Washington Ave', 'Miami Beach, FL 33139']}","{'latitude': 25.776553, 'longitude': -80.134172}",Miami
"['American (New)', 'Bars', 'Gastropubs']",Tap 42 - Davie,4.0,295,"{'address1': '2266 S University Dr', 'address2': '', 'address3': None, 'city': 'Davie', 'zip_code': '33324', 'country': 'US', 'state': 'FL', 'display_address': ['2266 S University Dr', 'Davie, FL 33324']}","{'latitude': 26.094097108819213, 'longitude': -80.2492734}",Miami
"['Sports Bars', 'Burgers', 'American (Traditional)']",Duffy's Sports Grill,4.0,363,"{'address1': '1800 Bell Tower Ln', 'address2': '', 'address3': '', 'city': 'Weston', 'zip_code': '33326', 'country': 'US', 'state': 'FL', 'display_address': ['1800 Bell Tower Ln', 'Weston, FL 33326']}","{'latitude': 26.0959345336433, 'longitude': -80.3796977170009}",Miami
['Hookah Bars'],SoBe Hookah At Clevelander Sport Bar ,4.5,2,"{'address1': '1020 Ocean Dr', 'address2': None, 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['1020 Ocean Dr', 'Miami Beach, FL 33139']}","{'latitude': 25.7808104, 'longitude': -80.13090369999999}",Miami
"['Bars', 'Venues & Event Spaces']",Club Vault,4.0,12,"{'address1': '2801 Greene St', 'address2': '', 'address3': '', 'city': 'Hollywood', 'zip_code': '33020', 'country': 'US', 'state': 'FL', 'display_address': ['2801 Greene St', 'Hollywood, FL 33020']}","{'latitude': 26.040083, 'longitude': -80.164209}",Miami
"['Seafood', 'Cocktail Bars', 'Desserts']",One K Raw,4.5,2,"{'address1': '1000 S Miami Ave', 'address2': '', 'address3': None, 'city': 'Miami', 'zip_code': '33130', 'country': 'US', 'state': 'FL', 'display_address': ['1000 S Miami Ave', 'Miami, FL 33130']}","{'latitude': 25.76427, 'longitude': -80.19354}",Miami
"['Dance Clubs', 'Venues & Event Spaces']",The Joint Of Miami,4.5,2,"{'address1': '2010 NW Miami Ct', 'address2': None, 'address3': None, 'city': 'Miami', 'zip_code': '33127', 'country': 'US', 'state': 'FL', 'display_address': ['2010 NW Miami Ct', 'Miami, FL 33127']}","{'latitude': 25.795972, 'longitude': -80.19594634975296}",Miami
['Wine Bars'],Le Bar,4.5,2,"{'address1': '5800 Blue Lagoon Dr', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33126', 'country': 'US', 'state': 'FL', 'display_address': ['5800 Blue Lagoon Dr', 'Miami, FL 33126']}","{'latitude': 25.783646117340115, 'longitude': -80.2916912908225}",Miami
['Bars'],Bar Idol,4.0,4,"{'address1': '758 Washington Ave', 'address2': '', 'address3': None, 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['758 Washington Ave', 'Miami Beach, FL 33139']}","{'latitude': 25.77785, 'longitude': -80.13357}",Miami
"['Lounges', 'American (New)']",Berkeley Restaurant Bar Lounge,4.0,8,"{'address1': '1610 Collins Ave', 'address2': '', 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['1610 Collins Ave', 'Miami Beach, FL 33139']}","{'latitude': 25.7898449997738, 'longitude': -80.1300984621048}",Miami
"['Cocktail Bars', 'Lounges', 'Italian']",SAAM at SLS Brickell,4.0,16,"{'address1': '1300 S Miami Ave', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33130', 'country': 'US', 'state': 'FL', 'display_address': ['1300 S Miami Ave', 'Miami, FL 33130']}","{'latitude': 25.76126, 'longitude': -80.19367}",Miami
['Bars'],Rene's Wynnwood Restaurant & Bar,4.5,2,"{'address1': '3201 NW 7th Ave  Cir', 'address2': '', 'address3': None, 'city': 'Miami', 'zip_code': '33127', 'country': 'US', 'state': 'FL', 'display_address': ['3201 NW 7th Ave  Cir', 'Miami, FL 33127']}","{'latitude': 25.8075016246699, 'longitude': -80.2070483565331}",Miami
"['Lounges', 'Breakfast & Brunch', 'Caribbean']",Thirty1 Lounge,4.0,12,"{'address1': '1931 Hollywood Blvd', 'address2': None, 'address3': None, 'city': 'Hollywood', 'zip_code': '33020', 'country': 'US', 'state': 'FL', 'display_address': ['1931 Hollywood Blvd', 'Hollywood, FL 33020']}","{'latitude': 26.011771, 'longitude': -80.146257}",Miami
"['Sports Bars', 'Chicken Wings', 'American (Traditional)']",JJ's Wings & Grill,4.0,28,"{'address1': '10469 NW 41st', 'address2': None, 'address3': '', 'city': 'Doral', 'zip_code': '33178', 'country': 'US', 'state': 'FL', 'display_address': ['10469 NW 41st', 'Doral, FL 33178']}","{'latitude': 25.8121096696, 'longitude': -80.3669955209}",Miami
"['Cocktail Bars', 'Pizza', 'American (New)']",The Brick American Kitchen & Bar,3.5,561,"{'address1': '8955 SW 72nd Pl', 'address2': '', 'address3': None, 'city': 'Kendall', 'zip_code': '33156', 'country': 'US', 'state': 'FL', 'display_address': ['8955 SW 72nd Pl', 'Kendall, FL 33156']}","{'latitude': 25.6872335087096, 'longitude': -80.3127823770046}",Miami
"['American (Traditional)', 'Chicken Wings', 'Sports Bars']",Sports Grill - South Miami,3.5,298,"{'address1': '1559 Sunset Dr', 'address2': '', 'address3': '', 'city': 'South Miami', 'zip_code': '33146', 'country': 'US', 'state': 'FL', 'display_address': ['1559 Sunset Dr', 'South Miami, FL 33146']}","{'latitude': 25.7046214, 'longitude': -80.2846717}",Miami
['Tiki Bars'],Cafe 27,3.5,107,"{'address1': '4690 US Hwy 27', 'address2': '', 'address3': '', 'city': 'Southwest Ranches', 'zip_code': '33332', 'country': 'US', 'state': 'FL', 'display_address': ['4690 US Hwy 27', 'Southwest Ranches, FL 33332']}","{'latitude': 26.0622493557772, 'longitude': -80.433083809067}",Miami
"['Korean', 'Cocktail Bars', 'Pan Asian']",Drunken Dragon,3.5,872,"{'address1': '1424 Alton Rd', 'address2': '', 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['1424 Alton Rd', 'Miami Beach, FL 33139']}","{'latitude': 25.78604, 'longitude': -80.14145}",Miami
"['Seafood', 'Bars', 'American (Traditional)']",Black Point Ocean Grill,3.5,794,"{'address1': '24775 SW 87th Ave', 'address2': '', 'address3': '', 'city': 'Cutler Bay', 'zip_code': '33032', 'country': 'US', 'state': 'FL', 'display_address': ['24775 SW 87th Ave', 'Cutler Bay, FL 33032']}","{'latitude': 25.539385691139877, 'longitude': -80.32810279592582}",Miami
"['Dance Clubs', 'Dominican']",Club Tipico Dominicano,3.5,139,"{'address1': '1344 NW 36th St', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33142', 'country': 'US', 'state': 'FL', 'display_address': ['1344 NW 36th St', 'Miami, FL 33142']}","{'latitude': 25.80949, 'longitude': -80.2185}",Miami
"['Sports Bars', 'American (New)']",Sunset Tavern,3.5,147,"{'address1': '7230 SW 59th Ave', 'address2': '', 'address3': '', 'city': 'South Miami', 'zip_code': '33143', 'country': 'US', 'state': 'FL', 'display_address': ['7230 SW 59th Ave', 'South Miami, FL 33143']}","{'latitude': 25.703706, 'longitude': -80.289527}",Miami
"['American (New)', 'Cocktail Bars']",American Social,3.5,1341,"{'address1': '690 SW 1st Ct', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33130', 'country': 'US', 'state': 'FL', 'display_address': ['690 SW 1st Ct', 'Miami, FL 33130']}","{'latitude': 25.76803927272682, 'longitude': -80.19597824352932}",Miami
"['Pizza', 'Bars', 'Sandwiches']",Miami's Best Pizza,3.5,183,"{'address1': '5833 Ponce De Leon Blvd', 'address2': '', 'address3': None, 'city': 'Coral Gables', 'zip_code': '33146', 'country': 'US', 'state': 'FL', 'display_address': ['5833 Ponce De Leon Blvd', 'Coral Gables, FL 33146']}","{'latitude': 25.7105, 'longitude': -80.28325}",Miami
"['Sports Bars', 'American (New)']",Keg South Of Kendall,3.5,231,"{'address1': '12805 SW 136th Ave', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33186', 'country': 'US', 'state': 'FL', 'display_address': ['12805 SW 136th Ave', 'Miami, FL 33186']}","{'latitude': 25.6480222252205, 'longitude': -80.4140529741015}",Miami
"['Cocktail Bars', 'Lounges', 'Wine Bars']",Wasska Lounge,3.5,11,"{'address1': '105 NE 3rd Ave', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33132', 'country': 'US', 'state': 'FL', 'display_address': ['105 NE 3rd Ave', 'Miami, FL 33132']}","{'latitude': 25.7756423036425, 'longitude': -80.1885296249111}",Miami
"['Cocktail Bars', 'Caribbean', 'Music Venues']",Sipsip Calypso Rum Bar,3.5,11,"{'address1': '3000 Florida Ave Miami', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33133', 'country': 'US', 'state': 'FL', 'display_address': ['3000 Florida Ave Miami', 'Miami, FL 33133']}","{'latitude': 25.728547, 'longitude': -80.240933}",Miami
"['Karaoke', 'Sports Bars']",Cloud 9 Lounge,3.5,33,"{'address1': '7126 Stirling Rd', 'address2': None, 'address3': None, 'city': 'Hollywood', 'zip_code': '33024', 'country': 'US', 'state': 'FL', 'display_address': ['7126 Stirling Rd', 'Hollywood, FL 33024']}","{'latitude': 26.04509, 'longitude': -80.23271}",Miami
"['Creperies', 'Bars', 'Breakfast & Brunch']",Very Crepe,3.5,135,"{'address1': '17026 Collins Ave', 'address2': '', 'address3': '', 'city': 'Sunny Isles Beach', 'zip_code': '33160', 'country': 'US', 'state': 'FL', 'display_address': ['17026 Collins Ave', 'Sunny Isles Beach, FL 33160']}","{'latitude': 25.93334, 'longitude': -80.1225}",Miami
"['American (Traditional)', 'Sports Bars']",Mike's At Venetia,3.5,291,"{'address1': '555 NE 15th St', 'address2': 'Fl 9', 'address3': '', 'city': 'Miami', 'zip_code': '33132', 'country': 'US', 'state': 'FL', 'display_address': ['555 NE 15th St', 'Fl 9', 'Miami, FL 33132']}","{'latitude': 25.789851129782885, 'longitude': -80.18594353127054}",Miami
"['Breakfast & Brunch', 'Italian', 'Bars']",The Restaurant at W South Beach,3.5,35,"{'address1': '2201 Collins Ave', 'address2': None, 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['2201 Collins Ave', 'Miami Beach, FL 33139']}","{'latitude': 25.79754616466504, 'longitude': -80.12732551515222}",Miami
"['Pizza', 'Seafood', 'Cocktail Bars']",Ocean Bistro,3.5,21,"{'address1': '1320 Ocean Dr', 'address2': None, 'address3': 'Cavalier Hotel', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['1320 Ocean Dr', 'Cavalier Hotel', 'Miami Beach, FL 33139']}","{'latitude': 25.784371, 'longitude': -80.130195}",Miami
"['American (New)', 'Bars']",Radiant 166,3.5,7,"{'address1': '166 N Compass Way', 'address2': None, 'address3': '', 'city': 'Dania Beach', 'zip_code': '33004', 'country': 'US', 'state': 'FL', 'display_address': ['166 N Compass Way', 'Dania Beach, FL 33004']}","{'latitude': 26.0544074401904, 'longitude': -80.1577302}",Miami
['Bars'],Heineken Bar,3.5,7,"{'address1': '4200 NW 21st St', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33142', 'country': 'US', 'state': 'FL', 'display_address': ['4200 NW 21st St', 'Miami, FL 33142']}","{'latitude': 25.7919356723627, 'longitude': -80.2768376609339}",Miami
"['American (New)', 'Bars', 'Seafood']",BALEENkitchen,3.5,129,"{'address1': '17315 Collins Ave', 'address2': '', 'address3': '', 'city': 'Sunny Isles Beach', 'zip_code': '33160', 'country': 'US', 'state': 'FL', 'display_address': ['17315 Collins Ave', 'Sunny Isles Beach, FL 33160']}","{'latitude': 25.93671, 'longitude': -80.12143}",Miami
"['Mexican', 'Salad', 'Lounges']",Coyo Taco,3.5,235,"{'address1': '126 Giralda Ave', 'address2': '', 'address3': None, 'city': 'Coral Gables', 'zip_code': '33134', 'country': 'US', 'state': 'FL', 'display_address': ['126 Giralda Ave', 'Coral Gables, FL 33134']}","{'latitude': 25.7512684575356, 'longitude': -80.2574797625578}",Miami
"['Dance Clubs', 'American (Traditional)', 'Bars']",Mango's Tropical Cafe,3.5,1825,"{'address1': '900 Ocean Dr', 'address2': '', 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['900 Ocean Dr', 'Miami Beach, FL 33139']}","{'latitude': 25.779394, 'longitude': -80.131183}",Miami
"['Spanish', 'Cocktail Bars', 'Tapas/Small Plates']",Barceloneta,3.5,405,"{'address1': '1400 20th St', 'address2': '', 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['1400 20th St', 'Miami Beach, FL 33139']}","{'latitude': 25.7954147556743, 'longitude': -80.1439149728147}",Miami
"['Cocktail Bars', 'Comfort Food', 'Tapas/Small Plates']",Jules Kitchen at Circa 39 Hotel,3.5,168,"{'address1': '3900 Collins Ave', 'address2': None, 'address3': None, 'city': 'Miami Beach', 'zip_code': '33140', 'country': 'US', 'state': 'FL', 'display_address': ['3900 Collins Ave', 'Miami Beach, FL 33140']}","{'latitude': 25.812, 'longitude': -80.1235899}",Miami
"['American (Traditional)', 'Chicken Wings', 'Sports Bars']",Sports Grill - Pembroke Pines,3.5,219,"{'address1': '220 NW 180th Ave', 'address2': '', 'address3': '', 'city': 'Pembroke Pines', 'zip_code': '33029', 'country': 'US', 'state': 'FL', 'display_address': ['220 NW 180th Ave', 'Pembroke Pines, FL 33029']}","{'latitude': 26.0090560913086, 'longitude': -80.3870391845703}",Miami
['Airport Lounges'],Delta Sky Club,3.5,63,"{'address1': '2100 NW 42nd Ave', 'address2': '', 'address3': 'Miami International Airport', 'city': 'Miami', 'zip_code': '33142', 'country': 'US', 'state': 'FL', 'display_address': ['2100 NW 42nd Ave', 'Miami International Airport', 'Miami, FL 33142']}","{'latitude': 25.7932644407567, 'longitude': -80.2764608759752}",Miami
"['Seafood', 'Sports Bars', 'American (Traditional)']",Rodbenders Raw Bar & Grill,3.5,240,"{'address1': '20400 Old Cutler Rd', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33189', 'country': 'US', 'state': 'FL', 'display_address': ['20400 Old Cutler Rd', 'Miami, FL 33189']}","{'latitude': 25.5774834057621, 'longitude': -80.3389955476379}",Miami
"['Breakfast & Brunch', 'Lounges', 'Seafood']",Victory Restaurant & Lounge,3.5,322,"{'address1': '3252 NE 1st Ave', 'address2': 'Ste 107', 'address3': '', 'city': 'Miami', 'zip_code': '33137', 'country': 'US', 'state': 'FL', 'display_address': ['3252 NE 1st Ave', 'Ste 107', 'Miami, FL 33137']}","{'latitude': 25.8070545, 'longitude': -80.1937199}",Miami
"['Cuban', 'Bars', 'Seafood']",Habana Vieja Restaurant,3.5,104,"{'address1': '2475 SW 37th ave', 'address2': None, 'address3': None, 'city': 'Miami', 'zip_code': '33145', 'country': 'US', 'state': 'FL', 'display_address': ['2475 SW 37th ave', 'Miami, FL 33145']}","{'latitude': 25.7448439, 'longitude': -80.2541301}",Miami
"['Cocktail Bars', 'American (Traditional)', 'Italian']",The Tavern at Metropole,3.5,13,"{'address1': '635 Collins Ave Suite 101 Miami Beach', 'address2': None, 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['635 Collins Ave Suite 101 Miami Beach', 'Miami Beach, FL 33139']}","{'latitude': 25.7762061, 'longitude': -80.1324854}",Miami
['Lounges'],RedBar Brickell,3.5,178,"{'address1': '52 SW 10th St', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33130', 'country': 'US', 'state': 'FL', 'display_address': ['52 SW 10th St', 'Miami, FL 33130']}","{'latitude': 25.7642976, 'longitude': -80.1940873}",Miami
"['Bars', 'Cuban']",Havana 1957 Cuban Cuisine - Pembroke Pines,3.5,750,"{'address1': 'Pembroke Gardens Mall', 'address2': '14571 SW 5th St', 'address3': '', 'city': 'Pembroke Pines', 'zip_code': '33027', 'country': 'US', 'state': 'FL', 'display_address': ['Pembroke Gardens Mall', '14571 SW 5th St', 'Pembroke Pines, FL 33027']}","{'latitude': 26.0042379015528, 'longitude': -80.3378063812852}",Miami
"['Chinese', 'Cocktail Bars', 'Seafood']",Hutong,3.5,351,"{'address1': '600 Brickell Ave', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33131', 'country': 'US', 'state': 'FL', 'display_address': ['600 Brickell Ave', 'Miami, FL 33131']}","{'latitude': 25.76763, 'longitude': -80.19094}",Miami
"['Mexican', 'Beer Bar', 'Cocktail Bars']",Oh Mexico Espanola Way,3.5,918,"{'address1': '1440 Washington Ave', 'address2': '', 'address3': None, 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['1440 Washington Ave', 'Miami Beach, FL 33139']}","{'latitude': 25.7868089411882, 'longitude': -80.1322378590703}",Miami
['Beer Bar'],Taima,3.5,25,"{'address1': '5401 NW 79th Ave', 'address2': None, 'address3': '', 'city': 'Doral', 'zip_code': '33166', 'country': 'US', 'state': 'FL', 'display_address': ['5401 NW 79th Ave', 'Doral, FL 33166']}","{'latitude': 25.82283, 'longitude': -80.325356}",Miami
"['Bars', 'Burgers']",Duffy's Tavern,3.5,214,"{'address1': '2108 SW 57th Ave', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33155', 'country': 'US', 'state': 'FL', 'display_address': ['2108 SW 57th Ave', 'Miami, FL 33155']}","{'latitude': 25.7511641166699, 'longitude': -80.2875455514379}",Miami
"['Dive Bars', 'Karaoke', 'Sports Bars']",Seven Seas,3.5,93,"{'address1': '2200 SW 57th Ave', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33155', 'country': 'US', 'state': 'FL', 'display_address': ['2200 SW 57th Ave', 'Miami, FL 33155']}","{'latitude': 25.7501905541387, 'longitude': -80.2876140340382}",Miami
