categories,name,rating,review_count,location,coordinates,city
"['Venues & Event Spaces', 'Country Clubs']",Grand Bay Club,4.5,9,"{'address1': '425 Crandon Blvd', 'address2': '', 'address3': '', 'city': 'Key Biscayne', 'zip_code': '33149', 'country': 'US', 'state': 'FL', 'display_address': ['425 Crandon Blvd', 'Key Biscayne, FL 33149']}","{'latitude': 25.6934467703104, 'longitude': -80.1627691090107}",Miami
"['Mini Golf', 'Arcades']",Monster Mini Golf,4.5,293,"{'address1': '14435 Miramar Pkwy', 'address2': None, 'address3': '', 'city': 'Miramar', 'zip_code': '33027', 'country': 'US', 'state': 'FL', 'display_address': ['14435 Miramar Pkwy', 'Miramar, FL 33027']}","{'latitude': 25.980312, 'longitude': -80.338464}",Miami
"['Cocktail Bars', 'Barbeque', 'Music Venues']",Bar Nancy,4.5,196,"{'address1': '2007 SW 8th St', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33135', 'country': 'US', 'state': 'FL', 'display_address': ['2007 SW 8th St', 'Miami, FL 33135']}","{'latitude': 25.76576, 'longitude': -80.22827}",Miami
"['Virtual Reality Centers', 'Arcades', 'Laser Tag']",VR Player 1 Virtual Reality Arcade ,4.5,19,"{'address1': '1939 Hollywood Blvd', 'address2': None, 'address3': None, 'city': 'Hollywood', 'zip_code': '33020', 'country': 'US', 'state': 'FL', 'display_address': ['1939 Hollywood Blvd', 'Hollywood, FL 33020']}","{'latitude': 26.0117787, 'longitude': -80.1465872}",Miami
"['Playgrounds', 'Performing Arts', 'Recreation Centers']",Hollywood Artspark At Young Circle,4.5,37,"{'address1': '1 Young Cir', 'address2': '', 'address3': '', 'city': 'Hollywood', 'zip_code': '33020', 'country': 'US', 'state': 'FL', 'display_address': ['1 Young Cir', 'Hollywood, FL 33020']}","{'latitude': 26.01138488615392, 'longitude': -80.14233514369992}",Miami
"['Musicians', 'Performing Arts']",Mariachi Fiesta Grande Miami Florida,4.5,17,"{'address1': '1730 SW 138th Ct', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33175', 'country': 'US', 'state': 'FL', 'display_address': ['1730 SW 138th Ct', 'Miami, FL 33175']}","{'latitude': 25.837823, 'longitude': -80.3639293}",Miami
"['Cinema', 'Performing Arts']",Actors' Playhouse At The Miracle,4.5,49,"{'address1': '280 Miracle Mile', 'address2': '', 'address3': '', 'city': 'Coral Gables', 'zip_code': '33134', 'country': 'US', 'state': 'FL', 'display_address': ['280 Miracle Mile', 'Coral Gables, FL 33134']}","{'latitude': 25.749239365964794, 'longitude': -80.26043708053888}",Miami
"['Astrologers', 'Psychics']",Psychic Advice,4.5,39,"{'address1': '4025 Gem Lake Dr', 'address2': '', 'address3': '', 'city': 'West Palm Beach', 'zip_code': '33406', 'country': 'US', 'state': 'FL', 'display_address': ['4025 Gem Lake Dr', 'West Palm Beach, FL 33406']}","{'latitude': 26.6749104, 'longitude': -80.07648979999999}",Miami
"['Fruits & Veggies', 'Pick Your Own Farms']",Vuon Trai Cay Miami,4.5,11,"{'address1': '18100 SW 136th St', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33196', 'country': 'US', 'state': 'FL', 'display_address': ['18100 SW 136th St', 'Miami, FL 33196']}","{'latitude': 25.63698, 'longitude': -80.48621}",Miami
['Museums'],Coral Gables Museum,4.5,41,"{'address1': '285 Aragon Ave', 'address2': '', 'address3': '', 'city': 'Coral Gables', 'zip_code': '33134', 'country': 'US', 'state': 'FL', 'display_address': ['285 Aragon Ave', 'Coral Gables, FL 33134']}","{'latitude': 25.75071, 'longitude': -80.26045}",Miami
"['Social Clubs', 'Sailing']",Miami Yacht Club,4.5,23,"{'address1': '1001 MacArthur Cswy', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33132', 'country': 'US', 'state': 'FL', 'display_address': ['1001 MacArthur Cswy', 'Miami, FL 33132']}","{'latitude': 25.786154901820996, 'longitude': -80.17333804665519}",Miami
"['Tattoo', 'Art Galleries']",Black Craft Tattoo Collective,5.0,2,"{'address1': '13617 SW 26th St', 'address2': None, 'address3': None, 'city': 'Miami', 'zip_code': '33175', 'country': 'US', 'state': 'FL', 'display_address': ['13617 SW 26th St', 'Miami, FL 33175']}","{'latitude': 25.744103, 'longitude': -80.415498}",Miami
"['Music Venues', 'Lounges']",Da Cave,4.5,4,"{'address1': '13641 NW 7th Ave', 'address2': '', 'address3': None, 'city': 'North Miami', 'zip_code': '33168', 'country': 'US', 'state': 'FL', 'display_address': ['13641 NW 7th Ave', 'North Miami, FL 33168']}","{'latitude': 25.8993289496202, 'longitude': -80.2110223844647}",Miami
"['Clowns', 'Performing Arts', 'Magicians']",Danny Grant Variety Show,5.0,2,"{'address1': '', 'address2': '', 'address3': '', 'city': 'Boca Raton', 'zip_code': '33432', 'country': 'US', 'state': 'FL', 'display_address': ['Boca Raton, FL 33432']}","{'latitude': 26.34406, 'longitude': -80.07791}",Miami
['Art Galleries'],Sher Gallery,5.0,2,"{'address1': '800 Silks Run', 'address2': 'Ste 1320', 'address3': '', 'city': 'Hallandale Beach', 'zip_code': '33009', 'country': 'US', 'state': 'FL', 'display_address': ['800 Silks Run', 'Ste 1320', 'Hallandale Beach, FL 33009']}","{'latitude': 25.9778576, 'longitude': -80.1408539}",Miami
"['Performing Arts', 'Summer Camps']",Acro Gravity Academy,5.0,2,"{'address1': '1935 NE 150th St', 'address2': None, 'address3': '', 'city': 'North Miami Beach', 'zip_code': '33181', 'country': 'US', 'state': 'FL', 'display_address': ['1935 NE 150th St', 'North Miami Beach, FL 33181']}","{'latitude': 25.914222, 'longitude': -80.160674}",Miami
"['Venues & Event Spaces', 'Art Galleries', 'Jewelry']",Buro79Wynwood,5.0,2,"{'address1': '125 NW 23rd St', 'address2': '', 'address3': None, 'city': 'Miami', 'zip_code': '33127', 'country': 'US', 'state': 'FL', 'display_address': ['125 NW 23rd St', 'Miami, FL 33127']}","{'latitude': 25.799304976931893, 'longitude': -80.197380669415}",Miami
['Casinos'],Havana Cafe at Hialeah Park,5.0,2,"{'address1': '100 E 32nd St', 'address2': '', 'address3': None, 'city': 'Hialeah', 'zip_code': '33010', 'country': 'US', 'state': 'FL', 'display_address': ['100 E 32nd St', 'Hialeah, FL 33010']}","{'latitude': 25.8510751, 'longitude': -80.2806075}",Miami
['Paint & Sip'],Artertaining,5.0,2,"{'address1': None, 'address2': None, 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['Miami Beach, FL 33139']}","{'latitude': 25.7824954986572, 'longitude': -80.1362457275391}",Miami
"['Ayurveda', 'Astrologers', 'Psychics']",ASK Dr Scott and Anabella,5.0,2,"{'address1': None, 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33131', 'country': 'US', 'state': 'FL', 'display_address': ['Miami, FL 33131']}","{'latitude': 25.763293444488582, 'longitude': -80.18467675416966}",Miami
['Country Clubs'],Jacaranda Country Club,4.5,24,"{'address1': '9200 W Broward Blvd', 'address2': '', 'address3': '', 'city': 'Plantation', 'zip_code': '33324', 'country': 'US', 'state': 'FL', 'display_address': ['9200 W Broward Blvd', 'Plantation, FL 33324']}","{'latitude': 26.111605621438112, 'longitude': -80.27265100090402}",Miami
['Art Galleries'],Conde Contemporary,5.0,2,"{'address1': '204 Miracle Mile', 'address2': None, 'address3': None, 'city': 'Coral Gables', 'zip_code': '33134', 'country': 'US', 'state': 'FL', 'display_address': ['204 Miracle Mile', 'Coral Gables, FL 33134']}","{'latitude': 25.74922, 'longitude': -80.2589}",Miami
"['Piano Bars', 'Musicians', 'Performing Arts']",David Mann,5.0,2,"{'address1': None, 'address2': None, 'address3': '', 'city': 'Fort Lauderdale', 'zip_code': '33305', 'country': 'US', 'state': 'FL', 'display_address': ['Fort Lauderdale, FL 33305']}","{'latitude': 26.1531223, 'longitude': -80.1233175}",Miami
['Performing Arts'],Angels Entertainment,5.0,2,"{'address1': '', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33165', 'country': 'US', 'state': 'FL', 'display_address': ['Miami, FL 33165']}","{'latitude': 25.73542, 'longitude': -80.35817}",Miami
"['Dance Studios', 'Performing Arts']",Fred Astaire,4.5,4,"{'address1': '1810 Cordova Rd', 'address2': None, 'address3': None, 'city': 'Fort Lauderdale', 'zip_code': '33316', 'country': 'US', 'state': 'FL', 'display_address': ['1810 Cordova Rd', 'Fort Lauderdale, FL 33316']}","{'latitude': 26.0987, 'longitude': -80.1297297}",Miami
"['Life Coach', 'Astrologers']",Soul In Vibration,5.0,2,"{'address1': None, 'address2': None, 'address3': '', 'city': 'Fort Lauderdale Florida', 'zip_code': '33319', 'country': 'US', 'state': 'CA', 'display_address': ['Fort Lauderdale Florida, CA 33319']}","{'latitude': 26.1819, 'longitude': -80.20914}",Miami
['Art Galleries'],Galleries Bartoux,5.0,2,"{'address1': '127 NE 40th St', 'address2': '', 'address3': None, 'city': 'Miami', 'zip_code': '33137', 'country': 'US', 'state': 'FL', 'display_address': ['127 NE 40th St', 'Miami, FL 33137']}","{'latitude': 25.81367, 'longitude': -80.19282}",Miami
['Virtual Reality Centers'],Inbattle,5.0,2,"{'address1': '2818 NW 5th Ave', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33127', 'country': 'US', 'state': 'FL', 'display_address': ['2818 NW 5th Ave', 'Miami, FL 33127']}","{'latitude': 25.80307, 'longitude': -80.20344}",Miami
"['Skin Care', 'Reiki', 'Supernatural Readings']",Face Body & Soul by Patricia Derizans,5.0,2,"{'address1': '1940 Harrison St', 'address2': None, 'address3': '', 'city': 'Hollywood', 'zip_code': '33020', 'country': 'US', 'state': 'FL', 'display_address': ['1940 Harrison St', 'Hollywood, FL 33020']}","{'latitude': 26.0102, 'longitude': -80.14654}",Miami
"['Performing Arts', 'Party & Event Planning', 'Musicians']",Sekond Nature Band,4.5,4,"{'address1': '', 'address2': None, 'address3': '', 'city': 'Pompano Beach', 'zip_code': '33069', 'country': 'US', 'state': 'FL', 'display_address': ['Pompano Beach, FL 33069']}","{'latitude': 26.22301, 'longitude': -80.16503}",Miami
['Cultural Center'],BaseCamp,5.0,2,"{'address1': '298 NE 61st St', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33137', 'country': 'US', 'state': 'FL', 'display_address': ['298 NE 61st St', 'Miami, FL 33137']}","{'latitude': 25.83221, 'longitude': -80.190207}",Miami
"['Psychic Mediums', 'Reiki']",Psychic Healing Shop,5.0,2,"{'address1': '101 Diplomat Pkwy', 'address2': 'Ste 1209', 'address3': '', 'city': 'Hallandale Beach', 'zip_code': '33009', 'country': 'US', 'state': 'FL', 'display_address': ['101 Diplomat Pkwy', 'Ste 1209', 'Hallandale Beach, FL 33009']}","{'latitude': 25.98729, 'longitude': -80.12798}",Miami
"['Lounges', 'Music Venues', 'Karaoke']",The Bend Liquor Lounge,4.0,211,"{'address1': '6844 NW 169th St', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33015', 'country': 'US', 'state': 'FL', 'display_address': ['6844 NW 169th St', 'Miami, FL 33015']}","{'latitude': 25.925445832688677, 'longitude': -80.31113344360227}",Miami
"['Cocktail Bars', 'Music Venues']",Jada Coles,4.0,72,"{'address1': '2845 Coral Way', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33145', 'country': 'US', 'state': 'FL', 'display_address': ['2845 Coral Way', 'Miami, FL 33145']}","{'latitude': 25.750441392082816, 'longitude': -80.24030692181692}",Miami
['Museums'],The Wolfsonian-FIU,4.0,73,"{'address1': '1001 Washington Ave', 'address2': '', 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['1001 Washington Ave', 'Miami Beach, FL 33139']}","{'latitude': 25.78091291, 'longitude': -80.13249321}",Miami
['Cinema'],Paragon Ridge 8,4.0,179,"{'address1': '9200 State Rd 84', 'address2': '', 'address3': '', 'city': 'Davie', 'zip_code': '33324', 'country': 'US', 'state': 'FL', 'display_address': ['9200 State Rd 84', 'Davie, FL 33324']}","{'latitude': 26.1039728, 'longitude': -80.2725363}",Miami
"['Cocktail Bars', 'Music Venues']",The Lapidus Lounge,4.0,5,"{'address1': '1 Lincoln Rd', 'address2': '', 'address3': 'at Ritz Carlton', 'city': 'Miami Beach', 'zip_code': '33109', 'country': 'US', 'state': 'FL', 'display_address': ['1 Lincoln Rd', 'at Ritz Carlton', 'Miami Beach, FL 33109']}","{'latitude': 25.79099, 'longitude': -80.12891}",Miami
"['American (New)', 'Cafes', 'Music Venues']",Icebox Cafe,4.0,389,"{'address1': '219 NE 3rd St', 'address2': None, 'address3': '', 'city': 'Hallandale Beach', 'zip_code': '33009', 'country': 'US', 'state': 'FL', 'display_address': ['219 NE 3rd St', 'Hallandale Beach, FL 33009']}","{'latitude': 25.989521, 'longitude': -80.1461075}",Miami
"['American (New)', 'Wine Tasting Room']",Coopers Hawk Winery & Restaurants,4.0,996,"{'address1': '10310 Pines Blvd', 'address2': None, 'address3': '', 'city': 'Pembroke Pines', 'zip_code': '33026', 'country': 'US', 'state': 'FL', 'display_address': ['10310 Pines Blvd', 'Pembroke Pines, FL 33026']}","{'latitude': 26.007606, 'longitude': -80.283754}",Miami
"['American (Traditional)', 'Sports Bars', 'Music Venues']",The Angry Warthhog Saloon,4.0,26,"{'address1': '5109 SW 90th Ave', 'address2': None, 'address3': None, 'city': 'Cooper City', 'zip_code': '33328', 'country': 'US', 'state': 'FL', 'display_address': ['5109 SW 90th Ave', 'Cooper City, FL 33328']}","{'latitude': 26.0573112, 'longitude': -80.270391}",Miami
['Paint & Sip'],Sip Tales,4.0,22,"{'address1': '1113 E Hallandale Beach Blvd', 'address2': None, 'address3': '', 'city': 'Hallandale Beach', 'zip_code': '33009', 'country': 'US', 'state': 'FL', 'display_address': ['1113 E Hallandale Beach Blvd', 'Hallandale Beach, FL 33009']}","{'latitude': 25.9860520355413, 'longitude': -80.1368471166286}",Miami
['Festivals'],South Miami Art Festival,4.0,11,"{'address1': 'SW 72nd Street - Sunset Dr', 'address2': '', 'address3': '', 'city': 'South Miami', 'zip_code': '33143', 'country': 'US', 'state': 'FL', 'display_address': ['SW 72nd Street - Sunset Dr', 'South Miami, FL 33143']}","{'latitude': 25.7043561373748, 'longitude': -80.2873801689949}",Miami
"['Vape Shops', 'Head Shops', 'Art Galleries']",Wynwoods Glass and Vape,4.0,23,"{'address1': '2605 N Miami Ave', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33127', 'country': 'US', 'state': 'FL', 'display_address': ['2605 N Miami Ave', 'Miami, FL 33127']}","{'latitude': 25.80197, 'longitude': -80.19481}",Miami
['Cinema'],Leisure Time Cinema,4.5,3,"{'address1': '3917 S State Rd 7', 'address2': '', 'address3': '', 'city': 'Davie', 'zip_code': '33314', 'country': 'US', 'state': 'FL', 'display_address': ['3917 S State Rd 7', 'Davie, FL 33314']}","{'latitude': 26.072995307467394, 'longitude': -80.2069238}",Miami
"['Supernatural Readings', 'Reiki', 'Yoga']",Chakra Healing & Reiki,4.5,3,"{'address1': '', 'address2': None, 'address3': '', 'city': 'North Miami Beach', 'zip_code': '33160', 'country': 'US', 'state': 'FL', 'display_address': ['North Miami Beach, FL 33160']}","{'latitude': 25.9418, 'longitude': -80.14094}",Miami
"['Venues & Event Spaces', 'Art Galleries', 'Art Museums']",The Selfie Room Miami Beach,4.5,3,"{'address1': '721 Collins Ave', 'address2': None, 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['721 Collins Ave', 'Miami Beach, FL 33139']}","{'latitude': 25.777297491832527, 'longitude': -80.1321071}",Miami
"['Art Galleries', 'Venues & Event Spaces']",KROMA,4.5,3,"{'address1': '3670 Grand Ave', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33133', 'country': 'US', 'state': 'FL', 'display_address': ['3670 Grand Ave', 'Miami, FL 33133']}","{'latitude': 25.7274208, 'longitude': -80.2529907}",Miami
['Psychics'],Psychic Vision Center,4.0,66,"{'address1': '', 'address2': None, 'address3': '', 'city': 'Fort Lauderdale', 'zip_code': '33314', 'country': 'US', 'state': 'FL', 'display_address': ['Fort Lauderdale, FL 33314']}","{'latitude': 26.067655234395033, 'longitude': -80.22308397281046}",Miami
"['Hotels', 'Jazz & Blues']",The Betsy Hotel,4.0,286,"{'address1': '1440 Ocean Dr', 'address2': '', 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['1440 Ocean Dr', 'Miami Beach, FL 33139']}","{'latitude': 25.78652, 'longitude': -80.12983}",Miami
"['Dive Bars', 'Veterans Organizations']",Veterans of Foreign Wars Post 3559,4.0,35,"{'address1': '650 West Ave', 'address2': '', 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['650 West Ave', 'Miami Beach, FL 33139']}","{'latitude': 25.777016, 'longitude': -80.142554}",Miami
"['Bars', 'Music Venues', 'Comedy Clubs']",Gramps,4.0,424,"{'address1': '176 NW 24th St', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33127', 'country': 'US', 'state': 'FL', 'display_address': ['176 NW 24th St', 'Miami, FL 33127']}","{'latitude': 25.7996102, 'longitude': -80.1982861}",Miami
['Paint & Sip'],The Velvet House,4.0,8,"{'address1': '637 E Dania Beach Blvd', 'address2': '', 'address3': 'Paint and Sip Art Studio', 'city': 'Dania Beach', 'zip_code': '33004', 'country': 'US', 'state': 'FL', 'display_address': ['637 E Dania Beach Blvd', 'Paint and Sip Art Studio', 'Dania Beach, FL 33004']}","{'latitude': 26.0528355, 'longitude': -80.1323242}",Miami
"['Haunted Houses', 'Nightlife']",Paranoia Miami,4.0,93,"{'address1': '2602 NW 5th Ave', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33127', 'country': 'US', 'state': 'FL', 'display_address': ['2602 NW 5th Ave', 'Miami, FL 33127']}","{'latitude': 25.80111, 'longitude': -80.2034}",Miami
"['Cocktail Bars', 'Food Court', 'Music Venues']",Okeydokey,4.0,44,"{'address1': '268 SW 8th St', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33130', 'country': 'US', 'state': 'FL', 'display_address': ['268 SW 8th St', 'Miami, FL 33130']}","{'latitude': 25.765951, 'longitude': -80.198851}",Miami
['Wineries'],Schnebly Redland's Winery,4.0,1410,"{'address1': '30205 SW 217th Ave', 'address2': '', 'address3': None, 'city': 'Homestead', 'zip_code': '33030', 'country': 'US', 'state': 'FL', 'display_address': ['30205 SW 217th Ave', 'Homestead, FL 33030']}","{'latitude': 25.4856700171973, 'longitude': -80.5402885999819}",Miami
"['Antiques', 'Art Galleries']",Cauley Square Shops,4.0,63,"{'address1': '22400 Old Dixie Hwy', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33170', 'country': 'US', 'state': 'FL', 'display_address': ['22400 Old Dixie Hwy', 'Miami, FL 33170']}","{'latitude': 25.559007362736565, 'longitude': -80.3912638285077}",Miami
"['Laser Tag', 'Arcades', 'Kids Activities']",Rocket World,4.0,41,"{'address1': '20911 Johnson St', 'address2': 'Ste 112', 'address3': None, 'city': 'Pembroke Pines', 'zip_code': '33029', 'country': 'US', 'state': 'FL', 'display_address': ['20911 Johnson St', 'Ste 112', 'Pembroke Pines, FL 33029']}","{'latitude': 26.01599, 'longitude': -80.42987}",Miami
"['Seafood', 'Jazz & Blues', 'Cajun/Creole']",The Fish House,4.0,675,"{'address1': '10000 SW 56th St', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33165', 'country': 'US', 'state': 'FL', 'display_address': ['10000 SW 56th St', 'Miami, FL 33165']}","{'latitude': 25.715470127741995, 'longitude': -80.35709151350669}",Miami
"['American (New)', 'Wine Bars', 'Wine Tasting Room']",Cooper's Hawk Winery & Restaurants - Dania Beach,4.0,319,"{'address1': '1822 Pointe Blvd', 'address2': None, 'address3': '', 'city': 'Dania Beach', 'zip_code': '33004', 'country': 'US', 'state': 'FL', 'display_address': ['1822 Pointe Blvd', 'Dania Beach, FL 33004']}","{'latitude': 26.0536335205176, 'longitude': -80.1600909623538}",Miami
"['Art Museums', 'Art Tours']","Institute of Contemporary Art, Miami",4.0,38,"{'address1': '61 NE 41st St', 'address2': '', 'address3': None, 'city': 'Miami', 'zip_code': '33137', 'country': 'US', 'state': 'FL', 'display_address': ['61 NE 41st St', 'Miami, FL 33137']}","{'latitude': 25.814357, 'longitude': -80.194199}",Miami
"['Cocktail Bars', 'Music Venues', 'Food Stands']",Carousel Club,4.0,87,"{'address1': '901 S Federal Hwy', 'address2': None, 'address3': '', 'city': 'Hallandale Beach', 'zip_code': '33009', 'country': 'US', 'state': 'FL', 'display_address': ['901 S Federal Hwy', 'Hallandale Beach, FL 33009']}","{'latitude': 25.97933991080829, 'longitude': -80.13878278202473}",Miami
